[[1.37198457]], [[1.14297916]], [[1.06137526]], [[1.11420039]], [[1.19699516]], [[1.1682971]], [[1.00937656]], [[1.09658067]], [[1.09174245]], [[1.0236565]], [[0.96771395]], [[0.90718896]], [[0.89704708]], [[0.85873032]], [[0.88417125]], [[0.84436767]], [[0.84103308]], [[0.81749203]], [[0.79331476]], [[0.7936918]], [[0.72746708]], [[0.67721118]], [[0.68697299]], [[0.71057638]], [[0.71036924]], [[0.70573196]], [[0.70729966]], [[0.71096894]], [[0.68414097]], [[0.66724117]], [[0.70521586]], [[0.70676256]], [[0.66898175]], [[0.66922774]], [[0.66206429]], [[0.652922]], [[0.71167474]], [[0.72222642]], [[0.68846932]], [[0.65056371]], [[0.67598918]], [[0.67041696]], [[0.64185481]], [[0.67382853]], [[0.63126227]], [[0.63343579]], [[0.58963887]], [[0.59009142]], [[0.61314608]], [[0.589274]], [[0.57857073]], 
[[1.52873801]], [[1.28760479]], [[1.21809411]], [[1.21776138]], [[1.23475079]], [[1.24691702]], [[1.27501982]], [[1.24906844]], [[1.21319466]], [[1.15372445]], [[1.19923893]], [[1.0694767]], [[1.0716988]], [[1.01240198]], [[1.05762922]], [[1.07011843]], [[1.05895641]], [[1.10683305]], [[0.9924891]], [[1.00558684]], [[0.95278438]], [[1.00459578]], [[0.98921043]], [[0.97100106]], [[0.91922246]], [[0.91505251]], [[0.89442074]], [[0.8165163]], [[0.83212958]], [[0.8117042]], [[0.83008886]], [[0.72587699]], [[0.75583712]], [[0.75513792]], [[0.73108554]], [[0.65313682]], [[0.65854455]], [[0.67142362]], [[0.66836564]], [[0.63075257]], [[0.65175818]], [[0.66605281]], [[0.63369813]], [[0.65837761]], [[0.59807815]], [[0.60438282]], [[0.64685962]], [[0.60982098]], [[0.6264489]], [[0.61536848]], [[0.60278039]], 
[[0.97201963]], [[0.85465322]], [[0.92732272]], [[0.948817]], [[0.88787098]], [[0.90119061]], [[0.88668108]], [[0.82558061]], [[0.87809318]], [[0.88194344]], [[0.88203906]], [[0.85573693]], [[0.86949646]], [[0.83479458]], [[0.82270292]], [[0.83932315]], [[0.79183004]], [[0.75222048]], [[0.72910488]], [[0.71234412]], [[0.72204681]], [[0.74762649]], [[0.70914418]], [[0.75211834]], [[0.75359077]], [[0.74603519]], [[0.72713275]], [[0.66902885]], [[0.69107827]], [[0.68359986]], [[0.67341366]], [[0.66882976]], [[0.64709018]], [[0.68091378]], [[0.62435813]], [[0.60716305]], [[0.62328756]], [[0.57595301]], [[0.59642777]], [[0.58594151]], [[0.57606964]], [[0.58664452]], [[0.56537282]], [[0.59729949]], [[0.56822063]], [[0.59829384]], [[0.57811245]], [[0.56045397]], [[0.58603477]], [[0.56592274]], [[0.59006454]], 
