[[1.06972662]], [[0.93760737]], [[0.93631941]], [[0.92114823]], [[0.922212]], [[0.88798534]], [[0.84090103]], [[0.85873195]], [[0.8415286]], [[0.81804036]], [[0.81305486]], [[0.79108146]], [[0.76298571]], [[0.73882659]], [[0.73527199]], [[0.73241418]], [[0.7365311]], [[0.7092431]], [[0.70283315]], [[0.67621713]], [[0.66100595]], [[0.6188625]], [[0.63056025]], [[0.6259058]], [[0.62385022]], [[0.62505009]], [[0.61880914]], [[0.61654733]], [[0.61212512]], [[0.6061555]], [[0.62103031]], [[0.6101093]], [[0.60723201]], [[0.61306914]], [[0.60906973]], [[0.60834293]], [[0.60734826]], [[0.61280275]], [[0.60531886]], [[0.60086783]], [[0.60640763]], [[0.57952305]], [[0.57198739]], [[0.57009895]], [[0.57254501]], [[0.56052473]], [[0.55146616]], [[0.54621317]], [[0.53802614]], [[0.53686247]], [[0.52782547]], 
[[1.03885347]], [[0.9653657]], [[0.9561068]], [[0.9539851]], [[0.94765363]], [[0.95568759]], [[0.98067054]], [[0.95626032]], [[0.94193572]], [[0.9361439]], [[0.93204242]], [[0.9044339]], [[0.86947209]], [[0.87025881]], [[0.872814]], [[0.87410327]], [[0.85324221]], [[0.86257629]], [[0.80974827]], [[0.81330009]], [[0.79007344]], [[0.77784667]], [[0.77014869]], [[0.75875035]], [[0.71631613]], [[0.70249502]], [[0.70164379]], [[0.67991107]], [[0.67389121]], [[0.6751733]], [[0.67735809]], [[0.65811937]], [[0.63979875]], [[0.64452852]], [[0.62347587]], [[0.60623428]], [[0.59669363]], [[0.57355588]], [[0.56090893]], [[0.56195797]], [[0.55870577]], [[0.55828895]], [[0.5664927]], [[0.56764706]], [[0.54332603]], [[0.54910395]], [[0.54767105]], [[0.54661131]], [[0.53786112]], [[0.54845745]], [[0.54062533]], 
[[0.90360822]], [[0.89166164]], [[0.87726709]], [[0.86984843]], [[0.8933946]], [[0.88563173]], [[0.83339951]], [[0.75315861]], [[0.77058461]], [[0.75404864]], [[0.76863453]], [[0.7421408]], [[0.75232576]], [[0.74899228]], [[0.70320067]], [[0.72325216]], [[0.72007272]], [[0.68878815]], [[0.67884177]], [[0.67366879]], [[0.67389046]], [[0.67677679]], [[0.67188326]], [[0.67401654]], [[0.67979165]], [[0.6892381]], [[0.67574711]], [[0.62336184]], [[0.62773364]], [[0.62049593]], [[0.62687975]], [[0.62359735]], [[0.61980776]], [[0.58898696]], [[0.57660189]], [[0.57868127]], [[0.5738377]], [[0.55831962]], [[0.55865979]], [[0.55983541]], [[0.54859039]], [[0.55736626]], [[0.5687101]], [[0.55526365]], [[0.5613169]], [[0.55605506]], [[0.55229161]], [[0.54698687]], [[0.55339054]], [[0.55771389]], [[0.55168241]], 
