[[0.07226544]], [[0.07279541]], [[0.0784721]], [[0.0805722]], [[0.07983508]], [[0.07841495]], [[0.0808294]], [[0.08334118]], [[0.08509964]], [[0.08298074]], [[0.08807772]], [[0.08828754]], [[0.08582505]], [[0.08149619]], [[0.08179043]], [[0.08774709]], [[0.08917103]], [[0.08381224]], [[0.08772117]], [[0.0887874]], [[0.08449946]], [[0.0883375]], [[0.08773587]], [[0.09391584]], [[0.09206657]], [[0.08704504]], [[0.09139994]], [[0.09157763]], [[0.09186915]], [[0.09414209]], [[0.09691605]], [[0.09403673]], [[0.09509199]], [[0.08977416]], [[0.09373034]], [[0.09536244]], [[0.09155646]], [[0.10046467]], [[0.09622597]], [[0.09515671]], [[0.09527923]], [[0.09243178]], [[0.09531583]], [[0.10286216]], [[0.09233821]], [[0.09713043]], [[0.09512347]], [[0.09058933]], [[0.08935352]], [[0.09648045]], [[0.09496164]], 
[[0.07749777]], [[0.07689487]], [[0.07915816]], [[0.07489148]], [[0.07636482]], [[0.07855506]], [[0.07092285]], [[0.07947569]], [[0.07626318]], [[0.0800771]], [[0.08514327]], [[0.08013319]], [[0.082328]], [[0.0785518]], [[0.08748518]], [[0.07961287]], [[0.09001229]], [[0.08763448]], [[0.08475145]], [[0.08577683]], [[0.0867978]], [[0.0863948]], [[0.08518802]], [[0.08953484]], [[0.09264336]], [[0.09002288]], [[0.09194902]], [[0.08870149]], [[0.09277218]], [[0.08943529]], [[0.09210328]], [[0.09330362]], [[0.08927144]], [[0.08992312]], [[0.09084908]], [[0.09021599]], [[0.08991906]], [[0.09003563]], [[0.0917784]], [[0.09540336]], [[0.09417168]], [[0.09520902]], [[0.09500139]], [[0.09095304]], [[0.0975048]], [[0.09813734]], [[0.09985078]], [[0.09491874]], [[0.09664702]], [[0.09833873]], [[0.09510044]], 
